,Sr No.,"Date of
Encashment",Name of the Political Party,"Account no. of
Political Party",Prefix,"Bond
Number",Denominations,"Pay Branch
Code",Pay Teller
28,14755,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14056,1000000,1,5093597
29,14756,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28729,100000,1,5093597
30,14757,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28733,100000,1,5093597
31,14758,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28755,100000,1,5093597
32,14759,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28735,100000,1,5093597
33,14760,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28745,100000,1,5093597
34,14761,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28737,100000,1,5093597
35,14762,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28743,100000,1,5093597
36,14763,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28757,100000,1,5093597
0,14764,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28751,100000,1,5093597
1,14765,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28731,100000,1,5093597
2,14766,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28747,100000,1,5093597
3,14767,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28741,100000,1,5093597
4,14768,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28749,100000,1,5093597
5,14769,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28753,100000,1,5093597
6,14770,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28739,100000,1,5093597
7,14771,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28765,100000,1,5093597
8,14772,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28767,100000,1,5093597
9,14773,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28761,100000,1,5093597
10,14774,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28759,100000,1,5093597
11,14775,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28763,100000,1,5093597
12,14776,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28775,100000,1,5093597
13,14777,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28777,100000,1,5093597
14,14778,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28773,100000,1,5093597
15,14779,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28769,100000,1,5093597
16,14780,2023-04-18,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,28771,100000,1,5093597
17,14781,2023-04-18,BHARAT RASHTRA SAMITHI,*******7477,OC,14555,10000000,847,3889823
18,14782,2023-04-18,BHARATIYA JANATA PARTY,*******8244,OC,6055,10000000,691,5972302
19,14783,2023-04-18,BHARATIYA JANATA PARTY,*******8244,OC,6059,10000000,691,5972302
20,14784,2023-04-18,BHARATIYA JANATA PARTY,*******8244,OC,6061,10000000,691,5972302
21,14785,2023-04-18,BHARATIYA JANATA PARTY,*******8244,OC,6057,10000000,691,5972302
22,14786,2023-04-18,BHARATIYA JANATA PARTY,*******8244,OC,6063,10000000,691,5972302
23,14787,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9459,1000000,691,5972302
24,14788,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9499,1000000,691,5972302
25,14789,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9489,1000000,691,5972302
26,14790,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2405,1000000,691,5972302
27,14791,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2441,1000000,691,5972302
28,14792,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2415,1000000,691,5972302
29,14793,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9487,1000000,691,5972302
30,14794,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2451,1000000,691,5972302
31,14795,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9461,1000000,691,5972302
32,14796,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2417,1000000,691,5972302
33,14797,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9465,1000000,691,5972302
34,14798,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2443,1000000,691,5972302
35,14799,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2433,1000000,691,5972302
36,14800,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9453,1000000,691,5972302
0,14801,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9455,1000000,691,5972302
1,14802,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9457,1000000,691,5972302
2,14803,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9473,1000000,691,5972302
3,14804,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9467,1000000,691,5972302
4,14805,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9485,1000000,691,5972302
5,14806,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2447,1000000,691,5972302
6,14807,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2439,1000000,691,5972302
7,14808,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2437,1000000,691,5972302
8,14809,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9483,1000000,691,5972302
9,14810,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2409,1000000,691,5972302
10,14811,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2425,1000000,691,5972302
11,14812,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2435,1000000,691,5972302
12,14813,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9497,1000000,691,5972302
13,14814,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2403,1000000,691,5972302
14,14815,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9491,1000000,691,5972302
15,14816,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2407,1000000,691,5972302
16,14817,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2423,1000000,691,5972302
17,14818,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9495,1000000,691,5972302
18,14819,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2411,1000000,691,5972302
19,14820,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9493,1000000,691,5972302
20,14821,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2429,1000000,691,5972302
21,14822,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9481,1000000,691,5972302
22,14823,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2445,1000000,691,5972302
23,14824,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9471,1000000,691,5972302
24,14825,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2413,1000000,691,5972302
25,14826,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2401,1000000,691,5972302
26,14827,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9469,1000000,691,5972302
27,14828,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2449,1000000,691,5972302
28,14829,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9475,1000000,691,5972302
29,14830,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2427,1000000,691,5972302
30,14831,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2419,1000000,691,5972302
31,14832,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2431,1000000,691,5972302
32,14833,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9477,1000000,691,5972302
33,14834,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,2421,1000000,691,5972302
34,14835,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9479,1000000,691,5972302
35,14836,2023-04-18,BHARATIYA JANATA PARTY,*******8244,TL,9463,1000000,691,5972302
36,14837,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,12974,10000000,691,5972302
0,14838,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,12970,10000000,691,5972302
1,14839,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,12976,10000000,691,5972302
2,14840,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,12972,10000000,691,5972302
3,14841,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,12978,10000000,691,5972302
4,14842,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,12979,10000000,691,5972302
5,14843,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,12977,10000000,691,5972302
6,14844,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,12975,10000000,691,5972302
7,14845,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,12973,10000000,691,5972302
8,14846,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,12971,10000000,691,5972302
9,14847,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14329,10000000,691,5972302
10,14848,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14325,10000000,691,5972302
11,14849,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14323,10000000,691,5972302
12,14850,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14321,10000000,691,5972302
13,14851,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14327,10000000,691,5972302
14,14852,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14472,10000000,691,5972302
15,14853,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14476,10000000,691,5972302
16,14854,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14468,10000000,691,5972302
17,14855,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14482,10000000,691,5972302
18,14856,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14480,10000000,691,5972302
19,14857,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14474,10000000,691,5972302
20,14858,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14470,10000000,691,5972302
21,14859,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14486,10000000,691,5972302
22,14860,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14478,10000000,691,5972302
23,14861,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14484,10000000,691,5972302
24,14862,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14545,10000000,691,5972302
25,14863,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14549,10000000,691,5972302
26,14864,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14547,10000000,691,5972302
27,14865,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14506,10000000,691,5972302
28,14866,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14508,10000000,691,5972302
29,14867,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14516,10000000,691,5972302
30,14868,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14512,10000000,691,5972302
31,14869,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14514,10000000,691,5972302
32,14870,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14518,10000000,691,5972302
33,14871,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14520,10000000,691,5972302
34,14872,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14522,10000000,691,5972302
35,14873,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14504,10000000,691,5972302
36,14874,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14510,10000000,691,5972302
0,14875,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14553,10000000,691,5972302
1,14876,2023-04-18,JANATA DAL ( SECULAR ),*******3286,OC,14551,10000000,691,5972302
2,14877,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12717,10000000,1,4582993
3,14878,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11691,10000000,1,4582993
4,14879,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12721,10000000,1,4582993
5,14880,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12725,10000000,1,4582993
6,14881,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11689,10000000,1,4582993
7,14882,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12719,10000000,1,4582993
8,14883,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12723,10000000,1,4582993
9,14884,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11693,10000000,1,4582993
10,14885,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11695,10000000,1,4582993
11,14886,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11697,10000000,1,4582993
12,14887,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13708,10000000,1,5882354
13,14888,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13772,10000000,1,5882354
14,14889,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13798,10000000,1,5093597
15,14890,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13714,10000000,1,5882354
16,14891,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13718,10000000,1,5882354
17,14892,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13716,10000000,1,5882354
18,14893,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13782,10000000,1,5093597
19,14894,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13704,10000000,1,5093597
20,14895,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13710,10000000,1,5882354
21,14896,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13696,10000000,1,5093597
22,14897,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,14926,10000000,1,5093597
23,14898,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13752,10000000,1,5093597
24,14899,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13720,10000000,1,5882354
25,14900,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13734,10000000,1,5882354
26,14901,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13738,10000000,1,5882354
27,14902,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13768,10000000,1,5882354
28,14903,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13794,10000000,1,5093597
29,14904,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13796,10000000,1,5093597
30,14905,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13800,10000000,1,5093597
31,14906,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,14928,10000000,1,5093597
32,14907,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13778,10000000,1,5093597
33,14908,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13742,10000000,1,5882354
34,14909,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,14936,10000000,1,5093597
35,14910,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13694,10000000,1,5093597
36,14911,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13740,10000000,1,5882354
0,14912,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13780,10000000,1,5093597
1,14913,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13748,10000000,1,5882354
2,14914,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,14930,10000000,1,5093597
3,14915,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13732,10000000,1,5882354
4,14916,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13774,10000000,1,5093597
5,14917,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13728,10000000,1,5882354
6,14918,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13726,10000000,1,5882354
7,14919,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13776,10000000,1,5093597
8,14920,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13750,10000000,1,5882354
9,14921,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13790,10000000,1,5882354
10,14922,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13766,10000000,1,5882354
11,14923,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,14934,10000000,1,5093597
12,14924,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13724,10000000,1,5882354
13,14925,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13730,10000000,1,5882354
14,14926,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13702,10000000,1,5882354
15,14927,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13722,10000000,1,5882354
16,14928,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13746,10000000,1,5882354
17,14929,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,14932,10000000,1,5093597
18,14930,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13792,10000000,1,5882354
19,14931,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13706,10000000,1,5093597
20,14932,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13764,10000000,1,5882354
21,14933,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13712,10000000,1,5882354
22,14934,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13744,10000000,1,5882354
23,14935,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13770,10000000,1,5882354
24,14936,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,13736,10000000,1,5882354
25,14937,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14585,1000000,1,4582993
26,14938,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14583,1000000,1,4582993
27,14939,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14581,1000000,1,4582993
28,14940,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14577,1000000,1,4582993
29,14941,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14579,1000000,1,4582993
30,14942,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14586,1000000,1,4582993
31,14943,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14590,1000000,1,4582993
32,14944,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14588,1000000,1,4582993
33,14945,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14584,1000000,1,4582993
34,14946,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14592,1000000,1,4582993
35,14947,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14587,1000000,1,4582993
36,14948,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14589,1000000,1,4582993
0,14949,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14595,1000000,1,4582993
1,14950,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14593,1000000,1,4582993
2,14951,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14591,1000000,1,4582993
3,14952,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14614,1000000,1,4582993
4,14953,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14610,1000000,1,4582993
5,14954,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14612,1000000,1,4582993
6,14955,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14604,1000000,1,4582993
7,14956,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14608,1000000,1,4582993
8,14957,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14618,1000000,1,4582993
9,14958,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14616,1000000,1,4582993
10,14959,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14606,1000000,1,4582993
11,14960,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14617,1000000,1,4582993
12,14961,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14631,1000000,1,4582993
13,14962,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14619,1000000,1,4582993
14,14963,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14627,1000000,1,4582993
15,14964,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14621,1000000,1,4582993
16,14965,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14623,1000000,1,4582993
17,14966,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14629,1000000,1,4582993
18,14967,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14625,1000000,1,4582993
19,14968,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14032,1000000,1,4582993
20,14969,2023-04-19,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14034,1000000,1,4582993
21,14970,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11666,10000000,1,4582993
22,14971,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11668,10000000,1,4582993
23,14972,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11674,10000000,1,4582993
24,14973,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11672,10000000,1,4582993
25,14974,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12729,10000000,1,4582993
26,14975,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11670,10000000,1,4582993
27,14976,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12727,10000000,1,4582993
28,14977,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12733,10000000,1,4582993
29,14978,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12735,10000000,1,4582993
30,14979,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12731,10000000,1,4582993
31,14980,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12739,10000000,1,4582993
32,14981,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12741,10000000,1,4582993
33,14982,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12737,10000000,1,4582993
34,14983,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12745,10000000,1,4582993
35,14984,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12743,10000000,1,4582993
36,14985,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14641,1000000,1,4582993
0,14986,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14639,1000000,1,4582993
1,14987,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14643,1000000,1,5882354
2,14988,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14655,1000000,1,4582993
3,14989,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14657,1000000,1,4582993
4,14990,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14635,1000000,1,4582993
5,14991,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14651,1000000,1,5882354
6,14992,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14659,1000000,1,4582993
7,14993,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14649,1000000,1,5882354
8,14994,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14645,1000000,1,5882354
9,14995,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14653,1000000,1,4582993
10,14996,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14637,1000000,1,4582993
11,14997,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14647,1000000,1,5882354
12,14998,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14633,1000000,1,4582993
13,14999,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14661,1000000,1,4582993
14,15000,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14654,1000000,1,4582993
15,15001,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14656,1000000,1,4582993
16,15002,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14658,1000000,1,4582993
17,15003,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14650,1000000,1,4582993
18,15004,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14652,1000000,1,4582993
19,15005,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14671,1000000,1,4582993
20,15006,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14667,1000000,1,4582993
21,15007,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14669,1000000,1,4582993
22,15008,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14665,1000000,1,4582993
23,15009,2023-04-20,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14663,1000000,1,4582993
24,15010,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12748,10000000,691,5972302
25,15011,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12734,10000000,691,5972302
26,15012,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12746,10000000,691,5972302
27,15013,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12730,10000000,691,5972302
28,15014,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12740,10000000,691,5972302
29,15015,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12738,10000000,691,5972302
30,15016,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12744,10000000,691,5972302
